|,|,|,|,|,|,|, , , , , , , , , ,|,|,|,|,|, , , , , ,., , , , , , , ,.,., , ,|,|,|,|,|,|,|
|,|,|,|,|,|,|,|,|, , , , , , ,|,|,|,|,|,|,|, , , , , , , , , , , , , , , , , ,|,|,|,|,|,|
|,|,|,|,|,|,|,|,|,|,|, , , ,|,|,|,|,|,|,|,|, , , , , , , , , , , , , , , , , ,|,|,|,|,|,|
|,|,|,|,|,|,|,|,|,|,|,|, , ,|,|,|,|,|,|,|,|, , , , , , , , , , , , , , , , , ,|,|,|,|,|,|
|,|,|,|,|,|,|,|,|,|,|, , ,|,|,|,|,|,|,|,|, , , , , , , , , , , , , , , , , , ,|,|,|,|,|,|
|,|,|,|,|,|,|,|,|,|,|, , , ,|,|,|,|,|,|,|, , , , , , , , , , , , , , , , , , ,|,|,|,|,|,|
|,|,|,|,|,|,|,|,|,|, , , , , ,|,|,|,|,|,|, , , , , , , , , , , , , ,|, , , , ,|,|,|,|,|,|
|,|,|,|,|,|,|,|,|,|,|, , , , , ,|,|,|,|, , , , , , , , ,|, , , , ,|, , , , , ,|,|,|,|,|,|
|,|,|,|,|,|,|,|,|,|,|,|,|, , , ,|,|,|,|, , , , , , , , , ,|, , ,|, , , , , ,|,|,|,|,|,|,|
|,|,|,|,|,|,|,|,|,|,|,|,|,|, ,|,|,|,|, , , , ,|, , , , , , ,|, ,|,|, , , ,|, ,|,|,|,|,|,|
|,|,|,|,|,|,|,|,|,|,|,|,|,|, ,|,|,|, , , , , , ,|,|, , , ,|, , , ,|, ,|,|, , , ,|,|,|,|,|
|,|,|,|,|,|,|,|,|,|,|,|,|, , , ,|,|, , , , , , , , ,|,|,|, , , , ,|,|, , , , , ,|,|,|,|,|
|,|,|,|,|,|,|,|,|,|,|,|,|, , , , ,., , , , , , , , , , , , , , , , , , , , , , ,|,|,|,|,|
|,|,|,|,|,|,|,|,|,|,|,|,|,|,|, , , , , , , , , , , , , , , , , , , , , , , , , ,|,|,|,|,|
|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,., , , , , , , , , , , , , , , , , , , , , , ,|,|,|,|,|,|
|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|, , , , , , , , , , , , , , , , , , , , , , ,|,|,|,|,|,|
|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|, , , , , , , , , , , , , , , , , , , , ,|,|,|,|,|,|,|
|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|, , , , , , , , , , , , , , , , , , , ,|,|,|,|,|,|,|,|
|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|, , , , , , ,|,|,|,|,|,.,.,., , ,|,|,|,|,|,|,|,|,|,|
|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,., , ,.,.,|,|,|,|,|,|,|, , , , , , ,|,|,|,|,|,|,|
|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|, , , , , ,|,|,|,|,|,|,|,|,|,|,|, , , , ,|,|,|,|,|,|
|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|, , , , ,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|
|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|, , , ,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|
|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|,|
